stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
1382,1382,Munch / Kovac,,  43.384013, -80.313646,,,0,,1
1383,1383,Munch / Sekura,,  43.383192, -80.317803,,,0,,1
1384,1384,Hespeler / Munch,,  43.383323, -80.320222,,,0,,1
1385,1385,Charles / Benton,,  43.448033, -80.487779,,,0,,1
1386,1386,Charles / Stirling,,  43.443929, -80.478414,,,0,,1
1387,1387,Charles / Stirling,,  43.443771, -80.478679,,,0,,1
1388,1388,Charles / Borden,,  43.442372, -80.474700,,,0,,1
1389,1389,Charles / Borden,,  43.442117, -80.474730,,,0,,1
1390,1390,Borden / Borden Station,,  43.442344, -80.474310,,,0,place_BORD,1
1391,1391,Borden / Borden Station,,  43.442298, -80.474109,,,0,place_BORD,1
1392,1392,Dunbar / Hespeler,,  43.390424, -80.324106,,,0,,1
1393,1393,Dunbar / Briarwood,,  43.390007, -80.326691,,,0,,1
1394,1394,Dunbar / Daleview,,  43.389354, -80.328921,,,0,,1
1395,1395,Dunbar / Biscayne,,  43.388879, -80.330852,,,0,,1
1396,1396,Dunbar / Eastdowns,,  43.388523, -80.333066,,,0,,1
1397,1397,Dunbar / Pine,,  43.388104, -80.335404,,,0,,1
1398,1398,Dunbar / St. George,,  43.387703, -80.337705,,,0,,1
1399,1399,Dunbar / Grand Valley,,  43.388149, -80.341626,,,0,,1
1400,1400,Concession / Grand Valley,,  43.389513, -80.342402,,,0,,1
1401,1401,Bishop / Duke,,  43.390751, -80.346339,,,0,,1
1402,1402,Bishop / Hamilton,,  43.388440, -80.348439,,,0,,1
1403,1403,Hamilton / Montrose,,  43.389571, -80.351019,,,0,,1
1404,1404,Hamilton / Union,,  43.390610, -80.353132,,,0,,1
1405,1405,Beck / Homuth,,  43.389020, -80.354281,,,0,,1
1406,1406,Highland / Westheights,,  43.429384, -80.531695,,,0,,1
1407,1407,Homuth / Frederick,,  43.388475, -80.357735,,,0,,1
1408,1408,Rose / Lowther,,  43.389300, -80.360381,,,0,,1
1410,1410,Rose / Argyle,,  43.391403, -80.364471,,,0,,1
1411,1411,Argyle / Vine,,  43.393052, -80.363107,,,0,,1
1412,1412,Argyle / Hamilton,,  43.394628, -80.361572,,,0,,1
1413,1413,Hamilton / Westminster,,  43.394134, -80.360244,,,0,,1
1414,1414,Westminster / King,,  43.395647, -80.358511,,,0,,1
1415,1415,Westminster / Duke,,  43.396587, -80.357625,,,0,,1
1416,1416,Westminster / Lawrence,,  43.398593, -80.355653,,,0,,1
1417,1417,Eagle / Concession,,  43.404616, -80.347623,,,0,,1
1418,1418,Concession / Garden,,  43.402604, -80.346817,,,0,,1
1419,1419,Concession / Dolph,,  43.400042, -80.346017,,,0,,1
1420,1420,Langs / Concession,,  43.398140, -80.344025,,,0,,1
1421,1421,Langs / Walter,,  43.398627, -80.341093,,,0,,1
1422,1422,Langs / Valentine,,  43.399106, -80.338223,,,0,,1
1423,1423,Langs / Langs Cir.,,  43.399619, -80.335204,,,0,,1
1424,1424,Langs / Industrial,,  43.400308, -80.331319,,,0,,1
1425,1425,Langs / Hespeler,,  43.401151, -80.327605,,,0,,1
1426,1426,Hespeler / Langs,,  43.401042, -80.326027,,,0,,1
1427,1427,480 Hespeler,,  43.397452, -80.324880,,,0,,1
1428,1428,Westmount / Ottawa,,  43.420956, -80.501882,,,0,,1
1429,1429,Langs / Industrial,,  43.400418, -80.331589,,,0,,1
1430,1430,Langs / Trico,,  43.399634, -80.336093,,,0,,1
1431,1431,Langs / Walter,,  43.398847, -80.340263,,,0,,1
1432,1432,Langs / Fairview Mennonite,,  43.398429, -80.342639,,,0,,1
1433,1433,Concession / Winterhalt,,  43.398697, -80.345464,,,0,,1
1434,1434,Ottawa / Mill Station,,  43.434554, -80.478754,,,0,place_MILL,1
1435,1435,336 Eagle,,  43.401250, -80.360651,,,0,,1
1436,1436,Eagle / William,,  43.400069, -80.362034,,,0,,1
1437,1437,Eagle / King,,  43.398296, -80.363707,,,0,,1
1438,1438,Eagle / Hamilton,,  43.396433, -80.365492,,,0,,1
1439,1439,Eagle / Sherring,,  43.394499, -80.367488,,,0,,1
1440,1440,Ottawa / Mill Station,,  43.433962, -80.478631,,,0,place_MILL,1
1441,1441,Lowther / Vine,,  43.390940, -80.359030,,,0,,1
1442,1442,Lowther / Hamilton,,  43.392534, -80.357519,,,0,,1
1443,1443,King / Montrose,,  43.391074, -80.349238,,,0,,1
1444,1444,Bishop / Duke,,  43.390526, -80.346379,,,0,,1
1445,1445,Bishop / Pineview,,  43.391622, -80.344256,,,0,,1
1446,1446,Fairview / Bishop,,  43.391752, -80.341921,,,0,,1
1447,1447,Fairview / Grand Valley,,  43.389018, -80.340913,,,0,,1
1448,1448,Dunbar / Grand Valley,,  43.387987, -80.341603,,,0,,1
1449,1449,Dunbar / St. George,,  43.387603, -80.337583,,,0,,1
1450,1450,Dunbar / Pine,,  43.387988, -80.335529,,,0,,1
1451,1451,Dunbar / Eastdowns,,  43.388336, -80.333550,,,0,,1
1452,1452,Dunbar / Biscayne,,  43.388736, -80.331051,,,0,,1
1453,1453,Dunbar / Briarwood,,  43.389917, -80.326680,,,0,,1
1454,1454,Dunbar / Hespeler,,  43.390343, -80.324070,,,0,,1
1455,1455,King / Westminster,,  43.396070, -80.358569,,,0,,1
1456,1456,Smartcentres Cambridge - North,,  43.411698, -80.323622,,,0,,1
1457,1457,Smartcentres Cambridge - South,,  43.410245, -80.322910,,,0,,1
1459,1459,Hespeler / 500S Block,,  43.404401, -80.327111,,,0,,1
1460,1460,Hespeler / Wauchope,,  43.381161, -80.319962,,,0,,1
1461,1461,Hespeler / Wilmot,,  43.379808, -80.319594,,,0,,1
1462,1462,Hespeler / Jaffray,,  43.377238, -80.319018,,,0,,1
1464,1464,Galt C.I.,,  43.369809, -80.317472,,,0,,1
1465,1465,Ainslie / Simcoe,,  43.364802, -80.314381,,,0,,1
1466,1466,Ainslie / Park Hill,,  43.362703, -80.314158,,,0,,1
1467,1467,Ainslie / Dickson,,  43.359981, -80.313683,,,0,,1
1468,1468,Ainslie / Dickson,,  43.360322, -80.313494,,,0,,1
1469,1469,Ainslie / Colborne,,  43.361889, -80.313525,,,0,,1
1470,1470,Ainslie / Park Hill,,  43.363684, -80.314085,,,0,,1
1471,1471,Ainslie / Simcoe,,  43.365560, -80.314570,,,0,,1
1472,1472,Water / Samuelson,,  43.368698, -80.316892,,,0,,1
1473,1473,Galt C.I.,,  43.370638, -80.317549,,,0,,1
1475,1475,Hespeler / Avenue,,  43.376920, -80.318540,,,0,,1
1476,1476,167 Hespeler,,  43.381375, -80.319688,,,0,,1
1477,1477,Hespeler / Bishop,,  43.395789, -80.323910,,,0,,1
1478,1478,499 Hespeler,,  43.398568, -80.324806,,,0,,1
1479,1479,Hespeler / Sheldon,,  43.401271, -80.325702,,,0,,1
1480,1480,Hespeler / 500S Block,,  43.402901, -80.326228,,,0,,1
1481,1481,Ottawa / Courtland,,  43.437341, -80.476672,,,0,,1
1482,1482,Smartcentres Cambridge - South,,  43.410379, -80.322748,,,0,,1
1483,1483,Smartcentres Cambridge - North,,  43.411678, -80.324672,,,0,,1
1484,1484,Franklin / Holiday Inn,,  43.418386, -80.310761,,,0,,1
1485,1485,Franklin / Pinebush,,  43.411113, -80.308486,,,0,,1
1487,1487,Franklin / Sheldon,,  43.405859, -80.306988,,,0,,1
1488,1488,Franklin / Turnbull,,  43.403472, -80.306103,,,0,,1
1490,1490,Franklin / Bishop,,  43.399158, -80.304770,,,0,,1
1491,1491,Franklin / Elgin,,  43.391193, -80.302193,,,0,,1
1492,1492,Franklin / Glamis,,  43.385586, -80.301196,,,0,,1
1493,1493,Path To The Greenway,,  43.383275, -80.300259,,,0,,1
1494,1494,Franklin / Avenue,,  43.380062, -80.299000,,,0,,1
1495,1495,Franklin / Athlone,,  43.375251, -80.297093,,,0,,1
1496,1496,Clyde / Bluerock,,  43.371608, -80.293274,,,0,,1
1497,1497,Clyde / Bluerock,,  43.372534, -80.290212,,,0,,1
1498,1498,Clyde / Dobbie,,  43.373136, -80.287082,,,0,,1
1499,1499,Dobbie / Clyde,,  43.372845, -80.285296,,,0,,1
1500,1500,Dobbie / Orion,,  43.370219, -80.284277,,,0,,1
1501,1501,Dobbie / Savage,,  43.367800, -80.283355,,,0,,1
1502,1502,100 Savage,,  43.366548, -80.286283,,,0,,1
1503,1503,Franklin / Hilltop,,  43.364746, -80.291895,,,0,,1
1504,1504,Franklin / Mclaren,,  43.361247, -80.290248,,,0,,1
1505,1505,Main / South Cambridge Centre,,  43.357898, -80.289679,,,0,,1
1506,1506,Main / Alexander,,  43.357140, -80.293797,,,0,,1
1507,1507,Main / Elgin,,  43.356592, -80.296802,,,0,,1
1508,1508,Concession / Scrimger,,  43.355844, -80.301216,,,0,,1
1509,1509,Concession / Peck,,  43.355376, -80.304097,,,0,,1
1510,1510,Concession / Cameron,,  43.354863, -80.307126,,,0,,1
1511,1511,Ainslie Terminal,,  43.357170, -80.313529,,http://www.grt.ca/en/schedules-maps/terminals-and-stations.aspx,0,place_AST,1
1512,1512,Ainslie Terminal,,  43.357332, -80.313503,,http://www.grt.ca/en/schedules-maps/terminals-and-stations.aspx,0,place_AST,1
1514,1514,Ainslie Terminal,,  43.357656, -80.313462,,http://www.grt.ca/en/schedules-maps/terminals-and-stations.aspx,0,place_AST,1
1516,1516,Ainslie Terminal,,  43.357617, -80.312981,,http://www.grt.ca/en/schedules-maps/terminals-and-stations.aspx,0,place_AST,1
1517,1517,Ainslie Terminal,,  43.357580, -80.312759,,http://www.grt.ca/en/schedules-maps/terminals-and-stations.aspx,0,place_AST,1
1518,1518,Ainslie Terminal,,  43.357400, -80.312823,,http://www.grt.ca/en/schedules-maps/terminals-and-stations.aspx,0,place_AST,1
1519,1519,Ainslie Terminal,,  43.357275, -80.312960,,http://www.grt.ca/en/schedules-maps/terminals-and-stations.aspx,0,place_AST,1
1520,1520,Ainslie Terminal,,  43.357123, -80.313085,,http://www.grt.ca/en/schedules-maps/terminals-and-stations.aspx,0,place_AST,1
1521,1521,Ainslie Terminal,,  43.357015, -80.313198,,http://www.grt.ca/en/schedules-maps/terminals-and-stations.aspx,0,place_AST,1
1522,1522,Ainslie Terminal,,  43.356963, -80.313494,,http://www.grt.ca/en/schedules-maps/terminals-and-stations.aspx,0,place_AST,1
1523,1523,Ainslie / Walnut,,  43.354938, -80.314075,,,0,,1
1524,1524,Concession / Cameron,,  43.354735, -80.307313,,,0,,1
1525,1525,Concession / Peck,,  43.355293, -80.303913,,,0,,1
1526,1526,Concession / Scrimger,,  43.355720, -80.301551,,,0,,1
1527,1527,Main / Alexander,,  43.357049, -80.293564,,,0,,1
1528,1528,Main / South Cambridge Centre,,  43.357718, -80.289731,,,0,,1
1529,1529,Franklin / Mclaren,,  43.361711, -80.290317,,,0,,1
1530,1530,Franklin / Savage,,  43.364962, -80.291769,,,0,,1
1531,1531,55 Savage,,  43.365935, -80.288944,,,0,,1
1532,1532,111 Savage,,  43.366581, -80.285752,,,0,,1
1533,1533,Dobbie / Savage,,  43.367988, -80.283291,,,0,,1
1534,1534,Dobbie / Orion,,  43.369695, -80.283975,,,0,,1
1535,1535,Dobbie / Clyde,,  43.373206, -80.285341,,,0,,1
1536,1536,Clyde / Dobbie,,  43.373410, -80.286387,,,0,,1
1537,1537,Clyde / Bluerock,,  43.372564, -80.290681,,,0,,1
1538,1538,Franklin / Clyde,,  43.371672, -80.295449,,,0,,1
1539,1539,Franklin / Athlone,,  43.375728, -80.297149,,,0,,1
1540,1540,Franklin / Avenue,,  43.381107, -80.299186,,,0,,1
1541,1541,Franklin / Robson,,  43.385241, -80.300805,,,0,,1
1542,1542,Franklin / Saginaw,,  43.392355, -80.302303,,,0,,1
1543,1543,Franklin / Lindsay,,  43.396334, -80.303653,,,0,,1
1544,1544,Franklin / Bishop,,  43.398923, -80.304463,,,0,,1
1546,1546,Franklin / Turnbull,,  43.403633, -80.306002,,,0,,1
1547,1547,Franklin / Sheldon,,  43.405672, -80.306634,,,0,,1
1549,1549,Franklin / Pinebush,,  43.410408, -80.308087,,,0,,1
1550,1550,Franklin / Jamieson,,  43.417300, -80.310256,,,0,,1
1551,1551,Fairview Park,,  43.423211, -80.441337,,http://www.grt.ca/en/schedules-maps/terminals-and-stations.aspx,0,place_FVM,1
1552,1552,Fairview Park,,  43.423103, -80.441189,,http://www.grt.ca/en/schedules-maps/terminals-and-stations.aspx,0,place_FVM,1
1553,1553,Fairview Park,,  43.423089, -80.440850,,http://www.grt.ca/en/schedules-maps/terminals-and-stations.aspx,0,place_FVM,1
1554,1554,Fairview Park,,  43.423012, -80.441141,,http://www.grt.ca/en/schedules-maps/terminals-and-stations.aspx,0,place_FVM,1
1555,1555,Fairview Park,,  43.423121, -80.441288,,http://www.grt.ca/en/schedules-maps/terminals-and-stations.aspx,0,place_FVM,1
1556,1556,Fairview Park,,  43.423239, -80.441435,,http://www.grt.ca/en/schedules-maps/terminals-and-stations.aspx,0,place_FVM,1
1557,1557,Fairview Park,,  43.422912, -80.440982,,http://www.grt.ca/en/schedules-maps/terminals-and-stations.aspx,0,place_FVM,1
1558,1558,Fairview Park,,  43.423328, -80.441237,,http://www.grt.ca/en/schedules-maps/terminals-and-stations.aspx,0,place_FVM,1
1559,1559,Kingsway / Wilson,,  43.423057, -80.442932,,,0,,1
1560,1560,385 Fairway,,  43.421344, -80.440674,,,0,,1
1561,1561,Fairway / King,,  43.428236, -80.432234,,,0,,1
1562,1562,3065 King,,  43.427657, -80.429769,,,0,,1
1563,1563,3227 King,,  43.426157, -80.425113,,,0,,1
1564,1564,King / Hofstetter,,  43.425714, -80.423128,,,0,,1
1565,1565,King / River,,  43.425112, -80.419774,,,0,,1
1566,1566,King / Riverbank,,  43.419574, -80.409178,,,0,,1
1567,1567,King / Deer Ridge,,  43.410620, -80.399816,,,0,,1
1568,1568,Heldmann / King,,  43.408459, -80.396355,,,0,,1
1569,1569,Sportsworld Station,,  43.409414, -80.393072,,http://www.grt.ca/en/schedules-maps/terminals-and-stations.aspx,0,place_SPW,1
1570,1570,Sportsworld Station,,  43.410034, -80.393275,,http://www.grt.ca/en/schedules-maps/terminals-and-stations.aspx,0,place_SPW,1
1571,1571,Sportsworld Station,,  43.410281, -80.393101,,http://www.grt.ca/en/schedules-maps/terminals-and-stations.aspx,0,place_SPW,1
1572,1572,Sportsworld Station,,  43.410186, -80.392578,,http://www.grt.ca/en/schedules-maps/terminals-and-stations.aspx,0,place_SPW,1
1573,1573,Gateway Park / Sportsworld,,  43.407820, -80.391372,,,0,,1
1574,1574,Tu Lane / Gateway Park,,  43.406260, -80.389177,,,0,,1
1575,1575,Shantz Hill / Preston Pkwy,,  43.399640, -80.375548,,,0,,1
1576,1576,Preston / Linden,,  43.399359, -80.376860,,,0,,1
1577,1577,Preston / Kiwanis Village,,  43.398527, -80.377980,,,0,,1
1578,1578,Preston / Parkview,,  43.396446, -80.377668,,,0,,1
1579,1579,Preston / Hillview,,  43.394807, -80.377746,,,0,,1
1580,1580,Preston / Woods,,  43.391880, -80.377492,,,0,,1
1581,1581,Preston / Fountain,,  43.390832, -80.375317,,,0,,1
1582,1582,Fountain / Bauman,,  43.395369, -80.373456,,,0,,1
1583,1583,Fountain / Shantz Hill,,  43.397707, -80.371209,,,0,,1
1584,1584,King / Fountain,,  43.399817, -80.368446,,,0,,1
1585,1585,King / Chopin,,  43.399029, -80.364453,,,0,,1
1586,1586,King / Waterloo,,  43.397255, -80.361199,,,0,,1
1587,1587,King / Westminster,,  43.395617, -80.358067,,,0,,1
1588,1588,King / Lowther,,  43.394179, -80.355292,,,0,,1
1589,1589,King / Dolph,,  43.392959, -80.352959,,,0,,1
1590,1590,Sportsworld Station,,  43.409699, -80.392846,,http://www.grt.ca/en/schedules-maps/terminals-and-stations.aspx,0,place_SPW,1
1591,1591,King / Bishop,,  43.389789, -80.346621,,,0,,1
1592,1592,King / Brower,,  43.388732, -80.344447,,,0,,1
1593,1593,King / Blue Heron,,  43.387685, -80.342347,,,0,,1
1594,1594,Coronation / Oriole,,  43.385668, -80.339283,,,0,,1
1595,1595,Coronation / Blue Heron,,  43.383615, -80.336132,,,0,,1
1596,1596,Galt Country Club,,  43.380659, -80.331140,,,0,,1
1597,1597,Cambridge Memorial Hospital,,  43.378432, -80.327424,,,0,,1
1598,1598,Coronation / Islandview,,  43.376903, -80.324812,,,0,,1
1599,1599,Coronation / Wright,,  43.374757, -80.321157,,,0,,1
1600,1600,Dundas / Water,,  43.372890, -80.318037,,,0,,1
1601,1601,Dundas / Hopeton,,  43.370454, -80.313935,,,0,,1
1602,1602,Dundas / Cambridge,,  43.367389, -80.308860,,,0,,1
1603,1603,Dundas / Beverly,,  43.365897, -80.306272,,,0,,1
1604,1604,Beverly / Kerr,,  43.362959, -80.308861,,,0,,1
1605,1605,Wellington / Main,,  43.359285, -80.311289,,,0,,1
1606,1606,Beverly / Kerr,,  43.361982, -80.309624,,,0,,1
1607,1607,Beverly / Mill Creek,,  43.364597, -80.307200,,,0,,1
1608,1608,Dundas / Grantham,,  43.366259, -80.306515,,,0,,1
1609,1609,Dundas / Cambridge,,  43.367542, -80.308734,,,0,,1
1610,1610,Dundas / Roxboro,,  43.370590, -80.313946,,,0,,1
1611,1611,Dundas / Jarvis,,  43.372207, -80.316528,,,0,,1
1612,1612,Coronation / Hespeler,,  43.373751, -80.318968,,,0,,1
1613,1613,Coronation / Goldie,,  43.375527, -80.321988,,,0,,1
1614,1614,Coronation / Oliver,,  43.378146, -80.326403,,,0,,1
1615,1615,Cambridge Memorial Hospital,,  43.379683, -80.328904,,,0,,1
1616,1616,725 Coronation,,  43.381020, -80.331173,,,0,,1
1617,1617,Coronation / Highland,,  43.382484, -80.333712,,,0,,1
1618,1618,Coronation / Blue Heron,,  43.383857, -80.335981,,,0,,1
1619,1619,Coronation / Oriole,,  43.385792, -80.338899,,,0,,1
1620,1620,King / Concession,,  43.387911, -80.342518,,,0,,1
1621,1621,King / Brower,,  43.388776, -80.344225,,,0,,1
1622,1622,King / Bishop,,  43.389969, -80.346607,,,0,,1
1623,1623,King / Montrose,,  43.391736, -80.350132,,,0,,1
1624,1624,King / Dolph,,  43.393175, -80.352919,,,0,,1
1625,1625,King / Lowther,,  43.394623, -80.355781,,,0,,1
1626,1626,King / Waterloo,,  43.397454, -80.361246,,,0,,1
1627,1627,King / Chopin,,  43.399064, -80.364292,,,0,,1
1628,1628,King / Fountain,,  43.399950, -80.368012,,,0,,1
1629,1629,Fountain / Bauman,,  43.396141, -80.372966,,,0,,1
1630,1630,Preston / Fountain,,  43.390986, -80.375501,,,0,,1
1631,1631,Preston / Woods,,  43.392149, -80.377391,,,0,,1
1632,1632,Preston / Hillview,,  43.394663, -80.377661,,,0,,1
1633,1633,Preston / Parkview,,  43.397276, -80.377943,,,0,,1
1634,1634,Preston / Linden,,  43.399220, -80.376182,,,0,,1
1635,1635,Shantz Hill / Preston Pkwy,,  43.399956, -80.375693,,,0,,1
1636,1636,Gateway Park / King,,  43.405829, -80.386093,,,0,,1
1637,1637,Gateway Park / Tu Lane,,  43.407668, -80.389829,,,0,,1
1638,1638,Gateway Park / Sportsworld,,  43.408096, -80.392468,,,0,,1
1639,1639,Sportsworld Crossing / King,,  43.409679, -80.397331,,,0,,1
1640,1640,King / Deer Ridge,,  43.410727, -80.399593,,,0,,1
1641,1641,King / Riverbank,,  43.420106, -80.409272,,,0,,1
1642,1642,Freeport Health Centre,,  43.424092, -80.412272,,,0,,1
1643,1643,King / River,,  43.425275, -80.419994,,,0,,1
1644,1644,King / Hofstetter,,  43.425748, -80.422584,,,0,,1
1645,1645,King / 3100S Block,,  43.426758, -80.426590,,,0,,1
1646,1646,King / Fairway,,  43.428266, -80.431097,,,0,,1
1647,1647,Freeport Health Centre,,  43.426025, -80.413402,,,0,,1
1648,1648,Morrison / Grand River,,  43.427849, -80.414460,,,0,,1
1649,1649,Path To Morrison Park,,  43.429984, -80.416379,,,0,,1
1650,1650,Morrison / Grand River,,  43.432091, -80.414604,,,0,,1
1651,1651,Quinte / Morrison,,  43.433599, -80.415417,,,0,,1
1652,1652,Morrison / Quinte,,  43.431163, -80.416269,,,0,,1
1653,1653,Path To Morrison Park,,  43.429840, -80.416368,,,0,,1
1654,1654,Highland / Eastforest,,  43.429492, -80.531882,,,0,,1
1655,1655,Grand River / Underhill,,  43.427746, -80.415449,,,0,,1
1656,1656,Grand River / River,,  43.426910, -80.419151,,,0,,1
1657,1657,Morgan / River,,  43.427675, -80.420972,,,0,,1
1658,1658,Morgan / Greendale,,  43.427334, -80.424744,,,0,,1
1659,1659,Morgan / Southill,,  43.428222, -80.427601,,,0,,1
1660,1660,Morgan / Fairway,,  43.429697, -80.430825,,,0,,1
1661,1661,Kingsway / Wilson,,  43.422806, -80.443045,,,0,,1
1664,1664,River / Old Chicopee,,  43.439118, -80.433072,,,0,,1
1665,1665,River / Rennie,,  43.443109, -80.438991,,,0,,1
1667,1667,Stanley Park Mall,,  43.448905, -80.444079,,,0,place_SPM,1
1668,1668,Stanley Park Mall,,  43.448931, -80.443844,,,0,place_SPM,1
1671,1671,Ottawa / Mcgee,,  43.453799, -80.435311,,,0,,1
1676,1676,Sunrise Centre,,  43.413517, -80.517444,,,0,place_SRC,1
1678,1678,Lackner / Victoria,,  43.470895, -80.440663,,,0,,1
1680,1680,Natchez / Rothsay,,  43.468143, -80.448749,,,0,,1
1681,1681,Natchez / Matthew,,  43.465638, -80.446472,,,0,,1
1682,1682,Halifax / Natchez,,  43.463527, -80.445564,,,0,,1
1683,1683,Halifax / Confederation,,  43.461780, -80.445667,,,0,,1
1684,1684,Confederation / Lorraine,,  43.460234, -80.442417,,,0,,1
1689,1689,Ottawa / Heritage,,  43.454891, -80.433667,,,0,,1
1690,1690,Ottawa / Mcgee,,  43.453987, -80.435504,,,0,,1
1693,1693,River / Rennie,,  43.442929, -80.439116,,,0,,1
1694,1694,River / Old Chicopee,,  43.438956, -80.433209,,,0,,1
1697,1697,Wilson / Fairway,,  43.420553, -80.442745,,,0,,1
1698,1698,Wilson / Webster,,  43.416229, -80.442389,,,0,,1
1699,1699,805 Wilson,,  43.413456, -80.442489,,,0,,1
1700,1700,Wilson / Wabanaki,,  43.411158, -80.442053,,,0,,1
1701,1701,Wabanaki / Kevco,,  43.409196, -80.442244,,,0,,1
1702,1702,Wabanaki / Manitou,,  43.408285, -80.447476,,,0,,1
1703,1703,Manitou / Sasaga,,  43.407094, -80.448796,,,0,,1
1704,1704,421 Manitou,,  43.404084, -80.448367,,,0,,1
1705,1705,Manitou / Cayuga,,  43.400950, -80.447690,,,0,,1
1706,1706,Doon Village / Millwood,,  43.398035, -80.446829,,,0,,1
1707,1707,Doon Village / Wheatfield Park,,  43.393464, -80.443808,,,0,,1
1708,1708,Doon Village / Bechtel,,  43.391783, -80.440749,,,0,,1
1709,1709,Bechtel / Pathfinder,,  43.390489, -80.443033,,,0,,1
1710,1710,Bechtel / Anvil,,  43.389975, -80.444889,,,0,,1
1711,1711,Bechtel / Wheatfield,,  43.389718, -80.449374,,,0,,1
1712,1712,Pioneer / Black Walnut,,  43.391569, -80.450468,,,0,,1
1713,1713,Pioneer / Vintage,,  43.393874, -80.448546,,,0,,1
1714,1714,Pioneer / Doon Village,,  43.395271, -80.445162,,,0,,1
1715,1715,Pioneer / Upper Canada,,  43.393930, -80.441630,,,0,,1
1716,1716,Highland / Fischer-Hallman,,  43.431622, -80.526104,,,0,,1
1717,1717,Pioneer / Old Carriage,,  43.394259, -80.433367,,,0,,1
1718,1718,Pioneer / Homer Watson,,  43.395601, -80.431514,,,0,,1
1722,1722,Old Mill / Roos,,  43.394289, -80.417857,,,0,,1
1728,1728,Conestoga College Entrance,,  43.388366, -80.411447,,,0,,1
1729,1729,Conestoga College Residence,,  43.385228, -80.412067,,,0,,1
1731,1731,Conestoga College Rec Centre,,  43.389629, -80.408074,,,0,,1
1732,1732,Conestoga College Door 3,,  43.390289, -80.403511,,,0,place_CCD,1
1733,1733,Conestoga College Daycare,,  43.391958, -80.404125,,,0,,1
1734,1734,Doon Valley / Orchard Mill,,  43.391204, -80.409812,,,0,,1
1740,1740,Green Valley / Mill Park,,  43.395970, -80.426078,,,0,,1
1741,1741,Green Valley / Arrowhead,,  43.395539, -80.428304,,,0,,1
1742,1742,Green Valley / Pioneer,,  43.396105, -80.429756,,,0,,1
1743,1743,Pioneer / Homer Watson,,  43.395646, -80.431637,,,0,,1
1744,1744,Pioneer / Old Carriage,,  43.394279, -80.433663,,,0,,1
1745,1745,Pioneer / Bechtel,,  43.393529, -80.436893,,,0,,1
1746,1746,Pioneer / Bechtel,,  43.393656, -80.436990,,,0,,1
1747,1747,Pioneer / Upper Canada,,  43.394120, -80.441715,,,0,,1
1748,1748,Pioneer / Doon Village,,  43.395318, -80.445544,,,0,,1
1749,1749,Pioneer / Perin,,  43.394278, -80.448283,,,0,,1
1750,1750,Pioneer / Black Walnut,,  43.391642, -80.450690,,,0,,1
1751,1751,Bechtel / Sabrina,,  43.389129, -80.448539,,,0,,1
1752,1752,Bechtel / Anvil,,  43.389991, -80.444383,,,0,,1
1753,1753,Doon Village / Bechtel,,  43.391890, -80.440600,,,0,,1
1754,1754,Doon Village / Wheatfield Park,,  43.393580, -80.443622,,,0,,1
1755,1755,Doon Village / Farrier,,  43.398286, -80.446703,,,0,,1
1756,1756,Manitou / Cayuga,,  43.400217, -80.447178,,,0,,1
1757,1757,Manitou / 400 Block,,  43.403969, -80.448075,,,0,,1
1758,1758,Manitou / Wabanaki,,  43.406948, -80.448538,,,0,,1
1759,1759,Wabanaki / Kevco,,  43.408779, -80.443458,,,0,,1
1760,1760,Wabanaki / Wilson,,  43.409263, -80.441280,,,0,,1
1761,1761,Wilson / Wabanaki,,  43.410886, -80.441722,,,0,,1
1762,1762,Wilson / 800 Block,,  43.413464, -80.442316,,,0,,1
1763,1763,Wilson / Goodrich,,  43.415400, -80.442273,,,0,,1
1764,1764,Wilson / Fairway,,  43.420786, -80.442557,,,0,,1
1765,1765,Forest Glen,,  43.413916, -80.478848,,http://www.grt.ca/en/schedules-maps/terminals-and-stations.aspx,0,place_FGP,1
1766,1766,Forest Glen,,  43.414114, -80.478896,,http://www.grt.ca/en/schedules-maps/terminals-and-stations.aspx,0,place_FGP,1
1767,1767,Forest Glen,,  43.414259, -80.478957,,http://www.grt.ca/en/schedules-maps/terminals-and-stations.aspx,0,place_FGP,1
1768,1768,Forest Glen,,  43.414457, -80.479029,,http://www.grt.ca/en/schedules-maps/terminals-and-stations.aspx,0,place_FGP,1
1769,1769,Forest Glen,,  43.414384, -80.478894,,http://www.grt.ca/en/schedules-maps/terminals-and-stations.aspx,0,place_FGP,1
1770,1770,Forest Glen,,  43.414204, -80.478858,,http://www.grt.ca/en/schedules-maps/terminals-and-stations.aspx,0,place_FGP,1
1771,1771,Forest Glen,,  43.414051, -80.478810,,http://www.grt.ca/en/schedules-maps/terminals-and-stations.aspx,0,place_FGP,1
1772,1772,Forest Glen,,  43.413889, -80.478762,,http://www.grt.ca/en/schedules-maps/terminals-and-stations.aspx,0,place_FGP,1
1773,1773,Strasburg / Old Country,,  43.410869, -80.476219,,,0,,1
1774,1774,Strasburg / Bleams,,  43.407398, -80.475150,,,0,,1
1775,1775,Strasburg / Bleams,,  43.406406, -80.474825,,,0,,1
1776,1776,Strasburg / Shoemaker,,  43.405621, -80.474412,,,0,,1
1777,1777,Mcintyre / Strasburg,,  43.404468, -80.474397,,,0,,1
1778,1778,Mcintyre / Mcbrine,,  43.402996, -80.477349,,,0,,1
